"","dateheure","temperature","date","heure","annee","mois","jour"
"2073",2019-08-07 00:00:00,20.6,2019-08-07,0,2019,8,7
"2074",2019-08-07 03:00:00,19.6,2019-08-07,3,2019,8,7
"2075",2019-08-07 06:00:00,19.5,2019-08-07,6,2019,8,7
"2076",2019-08-07 09:00:00,21.2,2019-08-07,9,2019,8,7
"2077",2019-08-07 12:00:00,24.7,2019-08-07,12,2019,8,7
"2078",2019-08-07 15:00:00,27.2,2019-08-07,15,2019,8,7
"2079",2019-08-07 18:00:00,25.1,2019-08-07,18,2019,8,7
"2080",2019-08-07 21:00:00,21.6,2019-08-07,21,2019,8,7
"2082",2019-08-08 00:00:00,20.9,2019-08-08,0,2019,8,8
"2083",2019-08-08 03:00:00,20.8,2019-08-08,3,2019,8,8
"2084",2019-08-08 06:00:00,20.9,2019-08-08,6,2019,8,8
"2085",2019-08-08 09:00:00,27.4,2019-08-08,9,2019,8,8
"2086",2019-08-08 12:00:00,30.8,2019-08-08,12,2019,8,8
"2087",2019-08-08 15:00:00,31.6,2019-08-08,15,2019,8,8
"2088",2019-08-08 18:00:00,30.9,2019-08-08,18,2019,8,8
"2089",2019-08-08 21:00:00,26,2019-08-08,21,2019,8,8
"2092",2019-08-09 00:00:00,26.5,2019-08-09,0,2019,8,9
"2093",2019-08-09 03:00:00,25.1,2019-08-09,3,2019,8,9
"2094",2019-08-09 06:00:00,26,2019-08-09,6,2019,8,9
"2095",2019-08-09 09:00:00,25.2,2019-08-09,9,2019,8,9
"2096",2019-08-09 12:00:00,25.1,2019-08-09,12,2019,8,9
"2097",2019-08-09 15:00:00,25.1,2019-08-09,15,2019,8,9
"2098",2019-08-09 18:00:00,24.6,2019-08-09,18,2019,8,9
"2099",2019-08-09 21:00:00,22.4,2019-08-09,21,2019,8,9
"2101",2019-08-10 00:00:00,20.1,2019-08-10,0,2019,8,10
"2102",2019-08-10 03:00:00,20.5,2019-08-10,3,2019,8,10
"2103",2019-08-10 06:00:00,20.1,2019-08-10,6,2019,8,10
"2104",2019-08-10 09:00:00,22.7,2019-08-10,9,2019,8,10
"2105",2019-08-10 12:00:00,23.6,2019-08-10,12,2019,8,10
"2106",2019-08-10 15:00:00,24,2019-08-10,15,2019,8,10
"2107",2019-08-10 18:00:00,23.8,2019-08-10,18,2019,8,10
"2108",2019-08-10 21:00:00,19.1,2019-08-10,21,2019,8,10
"2111",2019-08-11 00:00:00,18.2,2019-08-11,0,2019,8,11
"2112",2019-08-11 03:00:00,17.7,2019-08-11,3,2019,8,11
"2113",2019-08-11 06:00:00,15.5,2019-08-11,6,2019,8,11
"2114",2019-08-11 09:00:00,15.2,2019-08-11,9,2019,8,11
"2115",2019-08-11 12:00:00,18.7,2019-08-11,12,2019,8,11
"2116",2019-08-11 15:00:00,20.8,2019-08-11,15,2019,8,11
"2117",2019-08-11 18:00:00,19.6,2019-08-11,18,2019,8,11
"2118",2019-08-11 21:00:00,17,2019-08-11,21,2019,8,11
"2120",2019-08-12 00:00:00,15.2,2019-08-12,0,2019,8,12
"2121",2019-08-12 03:00:00,14.8,2019-08-12,3,2019,8,12
"2122",2019-08-12 06:00:00,15.3,2019-08-12,6,2019,8,12
"2123",2019-08-12 09:00:00,20.3,2019-08-12,9,2019,8,12
"2124",2019-08-12 12:00:00,22.2,2019-08-12,12,2019,8,12
"2125",2019-08-12 15:00:00,21.3,2019-08-12,15,2019,8,12
"2126",2019-08-12 18:00:00,20.4,2019-08-12,18,2019,8,12
"2127",2019-08-12 21:00:00,16,2019-08-12,21,2019,8,12
"2130",2019-08-13 00:00:00,14.4,2019-08-13,0,2019,8,13
"2131",2019-08-13 03:00:00,13.4,2019-08-13,3,2019,8,13
"2132",2019-08-13 06:00:00,13.1,2019-08-13,6,2019,8,13
"2133",2019-08-13 09:00:00,20,2019-08-13,9,2019,8,13
"2134",2019-08-13 12:00:00,21,2019-08-13,12,2019,8,13
"2135",2019-08-13 15:00:00,21.2,2019-08-13,15,2019,8,13
"2136",2019-08-13 18:00:00,21.2,2019-08-13,18,2019,8,13
"2137",2019-08-13 21:00:00,16.1,2019-08-13,21,2019,8,13
"2139",2019-08-14 00:00:00,14.4,2019-08-14,0,2019,8,14
"2140",2019-08-14 03:00:00,12.3,2019-08-14,3,2019,8,14
"2141",2019-08-14 06:00:00,13.6,2019-08-14,6,2019,8,14
"2142",2019-08-14 09:00:00,21.3,2019-08-14,9,2019,8,14
"2143",2019-08-14 12:00:00,24.9,2019-08-14,12,2019,8,14
"2144",2019-08-14 15:00:00,25,2019-08-14,15,2019,8,14
"2145",2019-08-14 18:00:00,22.4,2019-08-14,18,2019,8,14
"2146",2019-08-14 21:00:00,20.4,2019-08-14,21,2019,8,14
"2149",2019-08-15 00:00:00,NA,2019-08-15,0,2019,8,15
"2150",2019-08-15 03:00:00,NA,2019-08-15,3,2019,8,15
"2151",2019-08-15 06:00:00,NA,2019-08-15,6,2019,8,15
"2152",2019-08-15 09:00:00,NA,2019-08-15,9,2019,8,15
"2153",2019-08-15 12:00:00,NA,2019-08-15,12,2019,8,15
"2154",2019-08-15 15:00:00,NA,2019-08-15,15,2019,8,15
"2155",2019-08-15 18:00:00,NA,2019-08-15,18,2019,8,15
"2156",2019-08-15 21:00:00,NA,2019-08-15,21,2019,8,15
"2158",2019-08-16 00:00:00,NA,2019-08-16,0,2019,8,16
"2159",2019-08-16 03:00:00,NA,2019-08-16,3,2019,8,16
"2160",2019-08-16 06:00:00,NA,2019-08-16,6,2019,8,16
"2161",2019-08-16 09:00:00,NA,2019-08-16,9,2019,8,16
"2162",2019-08-16 12:00:00,NA,2019-08-16,12,2019,8,16
"2163",2019-08-16 15:00:00,NA,2019-08-16,15,2019,8,16
"2164",2019-08-16 18:00:00,NA,2019-08-16,18,2019,8,16
"2165",2019-08-16 21:00:00,NA,2019-08-16,21,2019,8,16
"2168",2019-08-17 00:00:00,NA,2019-08-17,0,2019,8,17
"2169",2019-08-17 03:00:00,NA,2019-08-17,3,2019,8,17
"2170",2019-08-17 06:00:00,NA,2019-08-17,6,2019,8,17
"2171",2019-08-17 09:00:00,NA,2019-08-17,9,2019,8,17
"2172",2019-08-17 12:00:00,NA,2019-08-17,12,2019,8,17
"2173",2019-08-17 15:00:00,NA,2019-08-17,15,2019,8,17
"2174",2019-08-17 18:00:00,NA,2019-08-17,18,2019,8,17
"2175",2019-08-17 21:00:00,NA,2019-08-17,21,2019,8,17
"2177",2019-08-18 00:00:00,NA,2019-08-18,0,2019,8,18
"2178",2019-08-18 03:00:00,NA,2019-08-18,3,2019,8,18
"2179",2019-08-18 06:00:00,NA,2019-08-18,6,2019,8,18
"2180",2019-08-18 09:00:00,NA,2019-08-18,9,2019,8,18
"2181",2019-08-18 12:00:00,NA,2019-08-18,12,2019,8,18
"2182",2019-08-18 15:00:00,NA,2019-08-18,15,2019,8,18
"2183",2019-08-18 18:00:00,NA,2019-08-18,18,2019,8,18
"2184",2019-08-18 21:00:00,NA,2019-08-18,21,2019,8,18
"2187",2019-08-19 00:00:00,16,2019-08-19,0,2019,8,19
"2188",2019-08-19 03:00:00,15.3,2019-08-19,3,2019,8,19
"2189",2019-08-19 06:00:00,14.8,2019-08-19,6,2019,8,19
"2190",2019-08-19 09:00:00,20.2,2019-08-19,9,2019,8,19
"2191",2019-08-19 12:00:00,22.6,2019-08-19,12,2019,8,19
"2192",2019-08-19 15:00:00,23.7,2019-08-19,15,2019,8,19
"2193",2019-08-19 18:00:00,22.4,2019-08-19,18,2019,8,19
"2194",2019-08-19 21:00:00,17.8,2019-08-19,21,2019,8,19
"2196",2019-08-20 00:00:00,16.2,2019-08-20,0,2019,8,20
"2197",2019-08-20 03:00:00,16.2,2019-08-20,3,2019,8,20
"2198",2019-08-20 06:00:00,15.8,2019-08-20,6,2019,8,20
"2199",2019-08-20 09:00:00,19.3,2019-08-20,9,2019,8,20
"2200",2019-08-20 12:00:00,24.1,2019-08-20,12,2019,8,20
"2201",2019-08-20 15:00:00,24.8,2019-08-20,15,2019,8,20
"2202",2019-08-20 18:00:00,23.3,2019-08-20,18,2019,8,20
"2203",2019-08-20 21:00:00,17.8,2019-08-20,21,2019,8,20
"2206",2019-08-21 00:00:00,15.6,2019-08-21,0,2019,8,21
"2207",2019-08-21 03:00:00,15,2019-08-21,3,2019,8,21
"2208",2019-08-21 06:00:00,15.1,2019-08-21,6,2019,8,21
"2209",2019-08-21 09:00:00,21.4,2019-08-21,9,2019,8,21
"2210",2019-08-21 12:00:00,25.4,2019-08-21,12,2019,8,21
"2211",2019-08-21 15:00:00,27.4,2019-08-21,15,2019,8,21
"2212",2019-08-21 18:00:00,26.6,2019-08-21,18,2019,8,21
"2213",2019-08-21 21:00:00,20.7,2019-08-21,21,2019,8,21
"2215",2019-08-22 00:00:00,16.3,2019-08-22,0,2019,8,22
"2216",2019-08-22 03:00:00,13.4,2019-08-22,3,2019,8,22
"2217",2019-08-22 06:00:00,14.7,2019-08-22,6,2019,8,22
"2218",2019-08-22 09:00:00,23,2019-08-22,9,2019,8,22
"2219",2019-08-22 12:00:00,27.6,2019-08-22,12,2019,8,22
"2220",2019-08-22 15:00:00,29.2,2019-08-22,15,2019,8,22
"2221",2019-08-22 18:00:00,28.8,2019-08-22,18,2019,8,22
"2222",2019-08-22 21:00:00,21.5,2019-08-22,21,2019,8,22
"2225",2019-08-23 00:00:00,16.8,2019-08-23,0,2019,8,23
"2226",2019-08-23 03:00:00,15.3,2019-08-23,3,2019,8,23
"2227",2019-08-23 06:00:00,16.3,2019-08-23,6,2019,8,23
"2228",2019-08-23 09:00:00,24.6,2019-08-23,9,2019,8,23
"2229",2019-08-23 12:00:00,30.7,2019-08-23,12,2019,8,23
"2230",2019-08-23 15:00:00,32.8,2019-08-23,15,2019,8,23
"2231",2019-08-23 18:00:00,31.2,2019-08-23,18,2019,8,23
"2232",2019-08-23 21:00:00,23.6,2019-08-23,21,2019,8,23
"2234",2019-08-24 00:00:00,19.7,2019-08-24,0,2019,8,24
"2235",2019-08-24 03:00:00,17.8,2019-08-24,3,2019,8,24
"2236",2019-08-24 06:00:00,17.5,2019-08-24,6,2019,8,24
"2237",2019-08-24 09:00:00,26.5,2019-08-24,9,2019,8,24
"2238",2019-08-24 12:00:00,32.9,2019-08-24,12,2019,8,24
"2239",2019-08-24 15:00:00,34.3,2019-08-24,15,2019,8,24
"2240",2019-08-24 18:00:00,30.5,2019-08-24,18,2019,8,24
"2241",2019-08-24 21:00:00,21.9,2019-08-24,21,2019,8,24
"2244",2019-08-25 00:00:00,20.9,2019-08-25,0,2019,8,25
"2245",2019-08-25 03:00:00,20.3,2019-08-25,3,2019,8,25
"2246",2019-08-25 06:00:00,20.2,2019-08-25,6,2019,8,25
"2247",2019-08-25 09:00:00,23.7,2019-08-25,9,2019,8,25
"2248",2019-08-25 12:00:00,28.5,2019-08-25,12,2019,8,25
"2249",2019-08-25 15:00:00,31.5,2019-08-25,15,2019,8,25
"2250",2019-08-25 18:00:00,27.9,2019-08-25,18,2019,8,25
"2251",2019-08-25 21:00:00,22.3,2019-08-25,21,2019,8,25
"2253",2019-08-26 00:00:00,18.4,2019-08-26,0,2019,8,26
"2254",2019-08-26 03:00:00,17.9,2019-08-26,3,2019,8,26
"2255",2019-08-26 06:00:00,17.3,2019-08-26,6,2019,8,26
"2256",2019-08-26 09:00:00,24.6,2019-08-26,9,2019,8,26
"2257",2019-08-26 12:00:00,31.6,2019-08-26,12,2019,8,26
"2258",2019-08-26 15:00:00,32.5,2019-08-26,15,2019,8,26
"2259",2019-08-26 18:00:00,30.5,2019-08-26,18,2019,8,26
"2260",2019-08-26 21:00:00,24.9,2019-08-26,21,2019,8,26
"2263",2019-08-27 00:00:00,21.3,2019-08-27,0,2019,8,27
"2264",2019-08-27 03:00:00,21.6,2019-08-27,3,2019,8,27
"2265",2019-08-27 06:00:00,20.9,2019-08-27,6,2019,8,27
"2266",2019-08-27 09:00:00,25.7,2019-08-27,9,2019,8,27
"2267",2019-08-27 12:00:00,27.7,2019-08-27,12,2019,8,27
"2268",2019-08-27 15:00:00,28.4,2019-08-27,15,2019,8,27
"2269",2019-08-27 18:00:00,25,2019-08-27,18,2019,8,27
"2270",2019-08-27 21:00:00,21.1,2019-08-27,21,2019,8,27
"2272",2019-08-28 00:00:00,19.3,2019-08-28,0,2019,8,28
"2273",2019-08-28 03:00:00,19.2,2019-08-28,3,2019,8,28
"2274",2019-08-28 06:00:00,19.3,2019-08-28,6,2019,8,28
"2275",2019-08-28 09:00:00,23.1,2019-08-28,9,2019,8,28
"2276",2019-08-28 12:00:00,26.3,2019-08-28,12,2019,8,28
"2277",2019-08-28 15:00:00,27.1,2019-08-28,15,2019,8,28
"2278",2019-08-28 18:00:00,24.3,2019-08-28,18,2019,8,28
"2279",2019-08-28 21:00:00,19.9,2019-08-28,21,2019,8,28
"2282",2019-08-29 00:00:00,18.8,2019-08-29,0,2019,8,29
"2283",2019-08-29 03:00:00,17.4,2019-08-29,3,2019,8,29
"2284",2019-08-29 06:00:00,17.7,2019-08-29,6,2019,8,29
"2285",2019-08-29 09:00:00,22.1,2019-08-29,9,2019,8,29
"2286",2019-08-29 12:00:00,26.2,2019-08-29,12,2019,8,29
"2287",2019-08-29 15:00:00,28.6,2019-08-29,15,2019,8,29
"2288",2019-08-29 18:00:00,26.3,2019-08-29,18,2019,8,29
"2289",2019-08-29 21:00:00,21,2019-08-29,21,2019,8,29
"2291",2019-08-30 00:00:00,18.5,2019-08-30,0,2019,8,30
"2292",2019-08-30 03:00:00,17.2,2019-08-30,3,2019,8,30
"2293",2019-08-30 06:00:00,16.4,2019-08-30,6,2019,8,30
"2294",2019-08-30 09:00:00,25.3,2019-08-30,9,2019,8,30
"2295",2019-08-30 12:00:00,30.3,2019-08-30,12,2019,8,30
"2296",2019-08-30 15:00:00,32.5,2019-08-30,15,2019,8,30
"2297",2019-08-30 18:00:00,28.8,2019-08-30,18,2019,8,30
"2298",2019-08-30 21:00:00,23.6,2019-08-30,21,2019,8,30
"2301",2019-08-31 00:00:00,20.6,2019-08-31,0,2019,8,31
"2302",2019-08-31 03:00:00,18.9,2019-08-31,3,2019,8,31
"2303",2019-08-31 06:00:00,19,2019-08-31,6,2019,8,31
"2304",2019-08-31 09:00:00,24.3,2019-08-31,9,2019,8,31
"2305",2019-08-31 12:00:00,28.5,2019-08-31,12,2019,8,31
"2306",2019-08-31 15:00:00,27.7,2019-08-31,15,2019,8,31
"2307",2019-08-31 18:00:00,23.4,2019-08-31,18,2019,8,31
"2308",2019-08-31 21:00:00,18.8,2019-08-31,21,2019,8,31
"2310",2019-09-01 00:00:00,17.5,2019-09-01,0,2019,9,1
"2311",2019-09-01 03:00:00,17.2,2019-09-01,3,2019,9,1
"2312",2019-09-01 06:00:00,17.7,2019-09-01,6,2019,9,1
"2313",2019-09-01 09:00:00,20.9,2019-09-01,9,2019,9,1
"2314",2019-09-01 12:00:00,20.5,2019-09-01,12,2019,9,1
"2315",2019-09-01 15:00:00,19.8,2019-09-01,15,2019,9,1
"2316",2019-09-01 18:00:00,20.5,2019-09-01,18,2019,9,1
"2317",2019-09-01 21:00:00,16.4,2019-09-01,21,2019,9,1
"2320",2019-09-02 00:00:00,13.9,2019-09-02,0,2019,9,2
"2321",2019-09-02 03:00:00,12.9,2019-09-02,3,2019,9,2
"2322",2019-09-02 06:00:00,12.9,2019-09-02,6,2019,9,2
"2323",2019-09-02 09:00:00,18.8,2019-09-02,9,2019,9,2
"2324",2019-09-02 12:00:00,23.6,2019-09-02,12,2019,9,2
"2325",2019-09-02 15:00:00,24.8,2019-09-02,15,2019,9,2
"2326",2019-09-02 18:00:00,22.1,2019-09-02,18,2019,9,2
"2327",2019-09-02 21:00:00,16.8,2019-09-02,21,2019,9,2
"2329",2019-09-03 00:00:00,14,2019-09-03,0,2019,9,3
"2330",2019-09-03 03:00:00,12.2,2019-09-03,3,2019,9,3
"2331",2019-09-03 06:00:00,11.3,2019-09-03,6,2019,9,3
"2332",2019-09-03 09:00:00,20.9,2019-09-03,9,2019,9,3
"2333",2019-09-03 12:00:00,25.4,2019-09-03,12,2019,9,3
"2334",2019-09-03 15:00:00,27.3,2019-09-03,15,2019,9,3
"2335",2019-09-03 18:00:00,25.7,2019-09-03,18,2019,9,3
"2336",2019-09-03 21:00:00,18.4,2019-09-03,21,2019,9,3
"2339",2019-09-04 00:00:00,14.7,2019-09-04,0,2019,9,4
"2340",2019-09-04 03:00:00,12.2,2019-09-04,3,2019,9,4
"2341",2019-09-04 06:00:00,11.7,2019-09-04,6,2019,9,4
"2342",2019-09-04 09:00:00,22.4,2019-09-04,9,2019,9,4
"2343",2019-09-04 12:00:00,27.4,2019-09-04,12,2019,9,4
"2344",2019-09-04 15:00:00,25.7,2019-09-04,15,2019,9,4
"2345",2019-09-04 18:00:00,20.3,2019-09-04,18,2019,9,4
"2346",2019-09-04 21:00:00,18.6,2019-09-04,21,2019,9,4
"2348",2019-09-05 00:00:00,16.1,2019-09-05,0,2019,9,5
"2349",2019-09-05 03:00:00,13.5,2019-09-05,3,2019,9,5
"2350",2019-09-05 06:00:00,12.9,2019-09-05,6,2019,9,5
"2351",2019-09-05 09:00:00,18.2,2019-09-05,9,2019,9,5
"2352",2019-09-05 12:00:00,21.4,2019-09-05,12,2019,9,5
"2353",2019-09-05 15:00:00,20.9,2019-09-05,15,2019,9,5
"2354",2019-09-05 18:00:00,19.5,2019-09-05,18,2019,9,5
"2355",2019-09-05 21:00:00,15.3,2019-09-05,21,2019,9,5
"2358",2019-09-06 00:00:00,13.7,2019-09-06,0,2019,9,6
"2359",2019-09-06 03:00:00,12,2019-09-06,3,2019,9,6
"2360",2019-09-06 06:00:00,10.8,2019-09-06,6,2019,9,6
"2361",2019-09-06 09:00:00,18,2019-09-06,9,2019,9,6
"2362",2019-09-06 12:00:00,21.5,2019-09-06,12,2019,9,6
"2363",2019-09-06 15:00:00,22.8,2019-09-06,15,2019,9,6
"2364",2019-09-06 18:00:00,19.7,2019-09-06,18,2019,9,6
"2365",2019-09-06 21:00:00,14.4,2019-09-06,21,2019,9,6
"2367",2019-09-07 00:00:00,12.5,2019-09-07,0,2019,9,7
"2368",2019-09-07 03:00:00,11.6,2019-09-07,3,2019,9,7
"2369",2019-09-07 06:00:00,12.4,2019-09-07,6,2019,9,7
"2370",2019-09-07 09:00:00,17.2,2019-09-07,9,2019,9,7
"2371",2019-09-07 12:00:00,20.2,2019-09-07,12,2019,9,7
"2372",2019-09-07 15:00:00,17.9,2019-09-07,15,2019,9,7
"2373",2019-09-07 18:00:00,19,2019-09-07,18,2019,9,7
"2374",2019-09-07 21:00:00,14.6,2019-09-07,21,2019,9,7
"2377",2019-09-08 00:00:00,12.6,2019-09-08,0,2019,9,8
"2378",2019-09-08 03:00:00,11.4,2019-09-08,3,2019,9,8
"2379",2019-09-08 06:00:00,10.4,2019-09-08,6,2019,9,8
"2380",2019-09-08 09:00:00,17,2019-09-08,9,2019,9,8
"2381",2019-09-08 12:00:00,21.2,2019-09-08,12,2019,9,8
"2382",2019-09-08 15:00:00,21.5,2019-09-08,15,2019,9,8
"2383",2019-09-08 18:00:00,19.8,2019-09-08,18,2019,9,8
"2384",2019-09-08 21:00:00,15,2019-09-08,21,2019,9,8
"2386",2019-09-09 00:00:00,11.7,2019-09-09,0,2019,9,9
"2387",2019-09-09 03:00:00,9.1,2019-09-09,3,2019,9,9
"2388",2019-09-09 06:00:00,8.5,2019-09-09,6,2019,9,9
"2389",2019-09-09 09:00:00,16.8,2019-09-09,9,2019,9,9
"2390",2019-09-09 12:00:00,21.1,2019-09-09,12,2019,9,9
"2391",2019-09-09 15:00:00,21,2019-09-09,15,2019,9,9
"2392",2019-09-09 18:00:00,18.3,2019-09-09,18,2019,9,9
"2393",2019-09-09 21:00:00,16.9,2019-09-09,21,2019,9,9
"2396",2019-09-10 00:00:00,14.4,2019-09-10,0,2019,9,10
"2397",2019-09-10 03:00:00,12.3,2019-09-10,3,2019,9,10
"2398",2019-09-10 06:00:00,11.6,2019-09-10,6,2019,9,10
"2399",2019-09-10 09:00:00,17.4,2019-09-10,9,2019,9,10
"2400",2019-09-10 12:00:00,18.6,2019-09-10,12,2019,9,10
"2401",2019-09-10 15:00:00,20.3,2019-09-10,15,2019,9,10
"2402",2019-09-10 18:00:00,20,2019-09-10,18,2019,9,10
"2403",2019-09-10 21:00:00,15.4,2019-09-10,21,2019,9,10
"2405",2019-09-11 00:00:00,15.5,2019-09-11,0,2019,9,11
"2406",2019-09-11 03:00:00,13.7,2019-09-11,3,2019,9,11
"2407",2019-09-11 06:00:00,12.1,2019-09-11,6,2019,9,11
"2408",2019-09-11 09:00:00,19.2,2019-09-11,9,2019,9,11
"2409",2019-09-11 12:00:00,24.1,2019-09-11,12,2019,9,11
"2410",2019-09-11 15:00:00,24.8,2019-09-11,15,2019,9,11
"2411",2019-09-11 18:00:00,20.7,2019-09-11,18,2019,9,11
"2412",2019-09-11 21:00:00,15.4,2019-09-11,21,2019,9,11
"2415",2019-09-12 00:00:00,13,2019-09-12,0,2019,9,12
"2416",2019-09-12 03:00:00,12.9,2019-09-12,3,2019,9,12
"2417",2019-09-12 06:00:00,12,2019-09-12,6,2019,9,12
"2418",2019-09-12 09:00:00,16.5,2019-09-12,9,2019,9,12
"2419",2019-09-12 12:00:00,24.8,2019-09-12,12,2019,9,12
"2420",2019-09-12 15:00:00,26.3,2019-09-12,15,2019,9,12
"2421",2019-09-12 18:00:00,24.6,2019-09-12,18,2019,9,12
"2422",2019-09-12 21:00:00,18.9,2019-09-12,21,2019,9,12
"2424",2019-09-13 00:00:00,17.5,2019-09-13,0,2019,9,13
"2425",2019-09-13 03:00:00,17,2019-09-13,3,2019,9,13
"2426",2019-09-13 06:00:00,15,2019-09-13,6,2019,9,13
"2427",2019-09-13 09:00:00,21.7,2019-09-13,9,2019,9,13
"2428",2019-09-13 12:00:00,27.7,2019-09-13,12,2019,9,13
"2429",2019-09-13 15:00:00,31.2,2019-09-13,15,2019,9,13
"2430",2019-09-13 18:00:00,28.7,2019-09-13,18,2019,9,13
"2431",2019-09-13 21:00:00,22.3,2019-09-13,21,2019,9,13
"2434",2019-09-14 00:00:00,19.4,2019-09-14,0,2019,9,14
"2435",2019-09-14 03:00:00,18.2,2019-09-14,3,2019,9,14
"2436",2019-09-14 06:00:00,18,2019-09-14,6,2019,9,14
"2437",2019-09-14 09:00:00,23.9,2019-09-14,9,2019,9,14
"2438",2019-09-14 12:00:00,28.1,2019-09-14,12,2019,9,14
"2439",2019-09-14 15:00:00,24.8,2019-09-14,15,2019,9,14
"2440",2019-09-14 18:00:00,24.6,2019-09-14,18,2019,9,14
"2441",2019-09-14 21:00:00,21.8,2019-09-14,21,2019,9,14
"2443",2019-09-15 00:00:00,20.2,2019-09-15,0,2019,9,15
"2444",2019-09-15 03:00:00,20.1,2019-09-15,3,2019,9,15
"2445",2019-09-15 06:00:00,17.6,2019-09-15,6,2019,9,15
"2446",2019-09-15 09:00:00,25.1,2019-09-15,9,2019,9,15
"2447",2019-09-15 12:00:00,29.7,2019-09-15,12,2019,9,15
"2448",2019-09-15 15:00:00,30.8,2019-09-15,15,2019,9,15
"2449",2019-09-15 18:00:00,29,2019-09-15,18,2019,9,15
"2450",2019-09-15 21:00:00,21.9,2019-09-15,21,2019,9,15
"2453",2019-09-16 00:00:00,19.1,2019-09-16,0,2019,9,16
"2454",2019-09-16 03:00:00,18.2,2019-09-16,3,2019,9,16
"2455",2019-09-16 06:00:00,17.2,2019-09-16,6,2019,9,16
"2456",2019-09-16 09:00:00,23.3,2019-09-16,9,2019,9,16
"2457",2019-09-16 12:00:00,30.2,2019-09-16,12,2019,9,16
"2458",2019-09-16 15:00:00,32.1,2019-09-16,15,2019,9,16
"2459",2019-09-16 18:00:00,27.8,2019-09-16,18,2019,9,16
"2460",2019-09-16 21:00:00,22.6,2019-09-16,21,2019,9,16
"2462",2019-09-17 00:00:00,20.4,2019-09-17,0,2019,9,17
"2463",2019-09-17 03:00:00,18.8,2019-09-17,3,2019,9,17
"2464",2019-09-17 06:00:00,17.7,2019-09-17,6,2019,9,17
"2465",2019-09-17 09:00:00,25.3,2019-09-17,9,2019,9,17
"2466",2019-09-17 12:00:00,29.9,2019-09-17,12,2019,9,17
"2467",2019-09-17 15:00:00,32.4,2019-09-17,15,2019,9,17
"2468",2019-09-17 18:00:00,28.4,2019-09-17,18,2019,9,17
"2469",2019-09-17 21:00:00,23.5,2019-09-17,21,2019,9,17
"2472",2019-09-18 00:00:00,21.2,2019-09-18,0,2019,9,18
"2473",2019-09-18 03:00:00,18.2,2019-09-18,3,2019,9,18
"2474",2019-09-18 06:00:00,16.2,2019-09-18,6,2019,9,18
"2475",2019-09-18 09:00:00,20.1,2019-09-18,9,2019,9,18
"2476",2019-09-18 12:00:00,25.1,2019-09-18,12,2019,9,18
"2477",2019-09-18 15:00:00,26.4,2019-09-18,15,2019,9,18
"2478",2019-09-18 18:00:00,25.4,2019-09-18,18,2019,9,18
"2479",2019-09-18 21:00:00,21.1,2019-09-18,21,2019,9,18
"2481",2019-09-19 00:00:00,18.1,2019-09-19,0,2019,9,19
"2482",2019-09-19 03:00:00,15.2,2019-09-19,3,2019,9,19
"2483",2019-09-19 06:00:00,13.5,2019-09-19,6,2019,9,19
"2484",2019-09-19 09:00:00,17.9,2019-09-19,9,2019,9,19
"2485",2019-09-19 12:00:00,23.9,2019-09-19,12,2019,9,19
"2486",2019-09-19 15:00:00,26.6,2019-09-19,15,2019,9,19
"2487",2019-09-19 18:00:00,25.2,2019-09-19,18,2019,9,19
"2488",2019-09-19 21:00:00,19.9,2019-09-19,21,2019,9,19
"2491",2019-09-20 00:00:00,17.4,2019-09-20,0,2019,9,20
"2492",2019-09-20 03:00:00,16.2,2019-09-20,3,2019,9,20
"2493",2019-09-20 06:00:00,16,2019-09-20,6,2019,9,20
"2494",2019-09-20 09:00:00,23,2019-09-20,9,2019,9,20
"2495",2019-09-20 12:00:00,28.8,2019-09-20,12,2019,9,20
"2496",2019-09-20 15:00:00,30.1,2019-09-20,15,2019,9,20
"2497",2019-09-20 18:00:00,27.9,2019-09-20,18,2019,9,20
"2498",2019-09-20 21:00:00,24.7,2019-09-20,21,2019,9,20
"2500",2019-09-21 00:00:00,21.4,2019-09-21,0,2019,9,21
"2501",2019-09-21 03:00:00,19.4,2019-09-21,3,2019,9,21
"2502",2019-09-21 06:00:00,19.4,2019-09-21,6,2019,9,21
"2503",2019-09-21 09:00:00,22.3,2019-09-21,9,2019,9,21
"2504",2019-09-21 12:00:00,27.9,2019-09-21,12,2019,9,21
"2505",2019-09-21 15:00:00,22.8,2019-09-21,15,2019,9,21
"2506",2019-09-21 18:00:00,22.6,2019-09-21,18,2019,9,21
"2507",2019-09-21 21:00:00,21.6,2019-09-21,21,2019,9,21
"2510",2019-09-22 00:00:00,20.2,2019-09-22,0,2019,9,22
"2511",2019-09-22 03:00:00,20.3,2019-09-22,3,2019,9,22
"2512",2019-09-22 06:00:00,16.4,2019-09-22,6,2019,9,22
"2513",2019-09-22 09:00:00,16.9,2019-09-22,9,2019,9,22
"2514",2019-09-22 12:00:00,20.9,2019-09-22,12,2019,9,22
"2515",2019-09-22 15:00:00,20,2019-09-22,15,2019,9,22
"2516",2019-09-22 18:00:00,18.8,2019-09-22,18,2019,9,22
"2517",2019-09-22 21:00:00,15.6,2019-09-22,21,2019,9,22
"2519",2019-09-23 00:00:00,14.8,2019-09-23,0,2019,9,23
"2520",2019-09-23 03:00:00,13.4,2019-09-23,3,2019,9,23
"2521",2019-09-23 06:00:00,13.1,2019-09-23,6,2019,9,23
"2522",2019-09-23 09:00:00,16.7,2019-09-23,9,2019,9,23
